2658	Velten (Brandenburg)	52.41	13.11
563	Dierdorf (Rheinland-Pfalz)	50.33	7.40
1350	Krakow am See (Mecklenburg-Vorpommern)	53.39	12.16
2489	Straßburg (Kärnten)	46.54	14.20
2094	Ramat Gan (Israel)	32.04	34.48
2571	Tokyo (Japan)	35.42	139.46
2646	Vallendar (Rheinland-Pfalz)	50.24	7.37
2340	Schwäbisch Hall (Baden-Württemberg)	49.06	9.44
2488	Straßburg (Frankreich)	48.35	7.45
271	Baunatal (Hessen)	51.15	9.25
2238	Saint-Ursanne (Schweiz)	47.22	7.09
2832	Wilsdruff (Sachsen)	51.03	13.32
1438	Lauffen am Neckar (Baden-Württemberg)	49.04	9.09
308	Berndorf (Steiermark)	47.00	15.31
1841	Neu-Ulm (Bayern)	48.24	10.01
1365	Kroppenstedt (Sachsen-Anhalt)	51.56	11.18
1126	Hohenleuben (Thüringen)	50.43	12.03
235	Bad Zwischenahn (Niedersachsen)	53.10	8.01
2756	Weiden in der Oberpfalz (Bayern)	49.41	12.09
1630	Maskat (Oman)	23.37	58.38
2581	Traun (Oberösterreich)	48.13	14.14
2453	Starnberg (Bayern)	48.00	11.21
25	Ahlen (Nordrhein-Westfalen)	51.45	7.55
1073	Herbstein (Hessen)	50.33	9.21
901	Gommern (Sachsen-Anhalt)	52.04	11.50
246	Balve (Nordrhein-Westfalen)	51.20	7.52
1903	Ochsenfurt (Bayern)	49.39	10.05
2457	Stavanger (Norwegen)	58.58	5.45
2199	Roßwein (Sachsen)	51.04	13.11
392	Bräunlingen (Baden-Württemberg)	47.56	8.27
2910	Zell am See (Salzburg)	47.19	12.47
265	Bassein (Myanmar)	16.46	94.45
1960	Osterwieck (Sachsen-Anhalt)	51.58	10.43
779	Freystadt (Bayern)	49.12	11.20
566	Dietfurt an der Altmühl (Bayern)	48.57	10.56
639	Eerdenet (Mongolische Volksrepublik)	46.18	100.35
1584	Maienfeld (Schweiz)	47.01	9.32
1092	Herzogenaurach (Bayern)	49.33	10.53
472	Cassarate (Schweiz)	46.00	8.57
2761	Weilheim an der Teck (Baden-Württemberg)	48.37	9.32
1076	Herford (Nordrhein-Westfalen)	52.08	8.41
774	Freren (Niedersachsen)	52.29	7.33
1681	Minsk (WeißRussland)	53.54	27.34
142	Bad Düben (Sachsen)	51.36	12.35
989	Haigerloch (Baden-Württemberg)	48.22	8.48
1096	Hessisch Oldendorf (Niedersachsen)	52.10	9.15
796	Frohburg (Sachsen)	51.03	12.33
1461	Leinfelden-Echterdingen (Baden-Württemberg)	48.42	9.09
1556	Lüdenscheid (Nordrhein-Westfalen)	51.13	7.37
2542	Templin (Brandenburg)	53.07	13.30
2255	Sankt Georgen im Schwarzwald (Baden-Württemberg)	47.40	9.30
1653	Mekka (Saudi-Arabien)	21.27	39.49
2376	Selm (Nordrhein-Westfalen)	51.42	7.28
2817	Wiesbaden (Landeshauptstadt Hessen)	50.02	8.19
2697	Volos (Griechenland)	39.22	22.57
2341	Schwabmünchen (Bayern)	48.11	10.45
597	Dornbirn (Vorarlberg)	47.25	9.44
1962	Ostheim (Bayern)	49.02	10.42
2034	Pocking (Bayern)	48.24	13.19
542	Deggendorf (Bayern)	48.50	12.58
2721	Waldkirch (Baden-Württemberg)	47.40	8.10
986	Hagenow (Mecklenburg-Vorpommern)	53.34	12.33
1078	Heringen (Werra) (Hessen)	50.19	8.07
1749	Murrhardt (Baden-Württemberg)	48.58	9.34
612	Dschibuti (Dschibuti)	11.30	45.05
1290	Kirchenlamitz (Bayern)	50.09	11.57
1717	Moutier (Schweiz)	47.17	7.22
389	Braunau am Inn (Oberösterreich)	48.16	13.02
1668	Merzig (Saarland)	49.27	6.38
1879	Nürtingen (Baden-Württemberg)	48.38	9.21
2092	Rahden (Nordrhein-Westfalen)	52.26	8.37
2718	Waldershof (Bayern)	49.59	12.04
1108	Hirschau (Bayern)	49.33	11.57
163	Bad Iburg (Niedersachsen)	52.09	8.03
1977	Panchiao (Taiwan)	25.01	121.27
905	Görlitz (Sachsen)	51.13	13.04
1183	Imst (Tirol)	47.14	10.44
1168	Iasi (Rumänien)	47.09	27.38
1523	Loburg (Sachsen-Anhalt)	52.07	12.04
1797	Neuenstadt am Kocher (Baden-Württemberg)	49.14	9.19
2635	Uslar (Niedersachsen)	51.40	9.39
1055	Heitersheim (Baden-Württemberg)	47.53	7.40
2729	Walldürn (Baden-Württemberg)	49.35	9.22
292	Beograd (Jugoslawien)	44.50	20.30
1309	Kloten (Schweiz)	47.27	8.35
2780	Wels (Oberösterreich)	48.10	14.02
1278	Khamis-Mushait (Saudi-Arabien)	18.19	42.45
2313	Schneverdingen (Niedersachsen)	53.07	9.48
1339	Korntal-Münchingen (Baden-Württemberg)	48.49	9.07
69	Amstetten (Niederösterreich)	48.07	14.52
1831	Neustadt an der Donau (Bayern)	48.48	11.46
1378	Kusel (Rheinland-Pfalz)	49.33	7.24
1969	Ottweiler (Saarland)	49.23	7.10
1714	Mossul (Irak)	36.21	43.08
2063	Pulheim (Nordrhein-Westfalen)	51.00	6.48
1509	Lindlar (Nordrhein-Westfalen)	51.01	7.22
1190	Ipoh (Malaysia)	4.36	101.02
486	Chiayi (Taiwan)	23.09	120.11
2496	Stuttgart (Landeshauptstadt Baden-Württemberg)	48.46	9.11
2387	Seßlach (Bayern)	50.11	10.51
2207	Rothenburg - O.L. (Sachsen)	51.20	14.58
2152	Rheineck (Schweiz)	47.28	9.35
2291	Schirgiswalde (Sachsen)	51.04	14.26
167	Bad König (Hessen)	49.45	9.01
1454	Leer (Ostfriesland) (Niedersachsen)	53.14	7.26
2308	Schmallenberg (Nordrhein-Westfalen)	51.09	8.18
1758	Nagoya (Japan)	35.08	136.53
2659	Venedig (Italien)	45.27	12.21
2176	Rodenberg (Niedersachsen)	52.19	9.21
2671	Vienenburg (Niedersachsen)	51.57	10.34
1642	Medan (Indonesien)	3.35	98.39
2758	Weil am Rhein (Baden-Württemberg)	47.35	7.38
809	Füssen (Bayern)	47.34	10.42
2880	Wriezen (Brandenburg)	52.43	14.08
408	Brilon (Nordrhein-Westfalen)	51.24	8.35
2350	Schwarzenbek (Schleswig-Holstein)	53.30	10.29
